Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
4 BHK Builder Floor for Sale in Richmond Town Bangalore,₹10 Cr,,3+,₹20000 per sqft,Carpet Area,4500 sqft,Status,Ready to Move,Floor,5 out of 5,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,3
3 BHK Apartment for Sale in Richmond Town Bangalore,₹4.75 Cr,Century Park,17+,₹15833 per sqft,Super Area,3000 sqft,Status,Ready to Move,Floor,5 out of 12,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹5.75 Cr,Nitesh Canary Wharf,12+,₹16769 per sqft,Super Area,3429 sqft,Status,Ready to Move,Floor,1 out of 15,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹3.25 Cr,Richmond Town,3+,₹12037 per sqft,Carpet Area,2550 sqft,Status,Ready to Move,Floor,2 out of 4,Transaction,New Property,Furnishing,Unfurnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,4,Balcony,2
2 BHK Apartment for Sale in Richmond Town Bangalore,₹2 Cr,Kingston Manor,N/A,N/A,Carpet Area,1280 sqft,Status,Ready to Move,Floor,3 out of 3,Transaction,Resale,Furnishing,Unfurnished,,,,,,,Bathroom,2,Balcony,1
8 BHK House for Sale in Richmond Town Bangalore,₹1.70 Cr,,N/A,₹3864 per sqft,Super Area,4400 sqft,Status,Ready to Move,Floor,Ground out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,5,,
3 BHK Apartment for Sale in Richmond Town Bangalore,₹2.75 Cr,Rich Homes Apartment,N/A,₹12477 per sqft,Carpet Area,2204 sqft,Status,Ready to Move,Floor,1 out of 6,Transaction,New Property,Furnishing,Unfurnished,,,Ownership,Freehold,,,Bathroom,3,Balcony,3
2 BHK Builder Floor for Sale in Richmond Town Bangalore,₹2.10 Cr,,N/A,₹16092 per sqft,Super Area,1305 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,3,,
3 BHK Apartment for Sale in Richmond Town Bangalore,₹5.75 Cr,Nitesh Canary Wharf,12+,₹16769 per sqft,Super Area,3429 sqft,Status,Ready to Move,Floor,1 out of 15,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹4.49 Cr,Bearys Cul De Sac,11+,₹20594 per sqft,Carpet Area,1748 sqft,Status,Ready to Move,Floor,5 out of 6,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,"2 Covered,",Bathroom,4,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹4.74 Cr,Bearys Cul De Sac,11+,₹21158 per sqft,Carpet Area,1796 sqft,Status,Ready to Move,Floor,2 out of 6,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,"1 Covered,",Bathroom,3,Balcony,2
2 BHK Builder Floor for Sale in Richmond Town Bangalore,₹1.10 Cr,,8+,₹8800 per sqft,Super Area,1250 sqft,Status,Ready to Move,Floor,2 out of 2,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,,,Car Parking,1 Covered,Bathroom,2,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹3 Cr,Sukhi Apartments,12+,N/A,Carpet Area,2722 sqft,Status,Ready to Move,Floor,7 out of 7,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Open,Bathroom,3,Balcony,1
3 BHK Apartment for Sale in Richmond Town Bangalore,₹3.25 Cr,Richmond Town,3+,₹12037 per sqft,Carpet Area,2550 sqft,Status,Ready to Move,Floor,2 out of 4,Transaction,New Property,Furnishing,Unfurnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,4,Balcony,2
4 BHK Apartment for Sale in Richmond Town Bangalore,₹4.72 Cr,Britto 32 Richmond,17+,₹15984 per sqft,Carpet Area,1680 sqft,Status,Ready to Move,Floor,6 out of 8,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,,,Bathroom,4,Balcony,5
4 BHK Apartment for Sale in Richmond Town Bangalore,₹8.50 Cr,,14+,₹22398 per sqft,Carpet Area,2230 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,"2 Covered,",Bathroom,4,Balcony,4
4 BHK Apartment for Sale in Richmond Town Bangalore,₹3.91 Cr,,4+,₹14009 per sqft,Carpet Area,2492 sqft,Under Construction,Poss. by Nov '25,Floor,2 out of 5,Transaction,New Property,Furnishing,Unfurnished,overlooking,Main Road,Ownership,Freehold,,,Bathroom,4,Balcony,3
3 BHK Apartment for Sale in Richmond Town Bangalore,₹6.90 Cr,Century Renata,5+,₹24964 per sqft,Super Area,2764 sqft,Status,Ready to Move,Floor,4 out of 5,Transaction,New Property,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹6.75 Cr,Century Renata,17+,₹21774 per sqft,Super Area,3100 sqft,Status,Ready to Move,Floor,2 out of 2,Transaction,New Property,Furnishing,Unfurnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
3 BHK Apartment for Sale in Richmond Town Bangalore,₹5.50 Cr,,20+,₹18182 per sqft,Carpet Area,2500 sqft,Status,Ready to Move,Floor,4 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,3
4 BHK Apartment for Sale in Richmond Town Bangalore,₹5 Cr,,14+,₹17036 per sqft,Carpet Area,2000 sqft,Status,Ready to Move,Floor,6 out of 9,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,6
3 BHK Apartment for Sale in Richmond Town Bangalore,₹2.88 Cr,,2+,₹17386 per sqft,Carpet Area,1420 sqft,Under Construction,Poss. by Mar '25,Floor,Ground out of 5,Transaction,New Property,Furnishing,Unfurnished,overlooking,"Main Road, Garden/Park",Ownership,Freehold,,,Bathroom,3,Balcony,3
